company_name,year,sales,profit,rprofit,totalassets,totalliabilities,sequity,mnc,psic_5,exporter,nationality,bind,aki_16,
Littelfuse Phils. Inc.,2021,9.93,4.13,41.62,24.36,1.30,22.91,1,27201,1,American,MFG,MFG,
Liwayway Marketing Corp.,2018,9.41,0.31,3.34,19.10,13.39,5.70,0,10714,0,Filipino,MFG,MFG,
Liwayway Marketing Corp.,2020,9.24,0.33,3.55,22.63,14.69,7.94,0,10714,0,Filipino,MFG,MFG,
Liwayway Marketing Corp.,2021,11.31,0.34,3.01,23.67,15.45,2.37,0,10721,0,Filipino,MFG,MFG,
LizardBear Tasking Inc.,2020,9.92,0.90,9.10,5.37,2.08,3.29,1,82211,0,American,SERV,PRO,
LizardBear Tasking Inc.,2021,16.69,1.91,11.46,8.20,3.00,4.66,1,82219,0,American,SERV,PRO,
London Industrial Products Inc.,2018,2.95,0.08,2.85,1.44,0.92,0.51,0,27320,0,Filipino,MFG,MFG,
London Industrial Products Inc.,2019,2.99,0.03,1.14,1.51,1.00,0.51,0,27320,0,Filipino,MFG,MFG,
London Industrial Products Inc.,2020,2.15,0.04,2.00,1.42,0.90,0.52,0,27320,0,Filipino,MFG,MFG,
London Industrial Products Inc.,2021,3.02,0.09,2.81,1.39,0.81,0.40,0,27509,0,Filipino,MFG,MFG,
Lopez Sugar Corp.,2018,6.47,0.20,3.14,4.39,0.69,3.69,0,10722,0,Filipino,MFG,MFG,
Lopez Sugar Corp.,2019,5.79,0.31,5.27,4.65,0.82,3.83,0,10722,0,Filipino,MFG,MFG,
Lopez Sugar Corp.,2020,7.92,0.34,4.34,5.21,1.15,4.05,0,10722,0,Filipino,MFG,MFG,
Lopez Sugar Corp.,2021,7.33,0.32,4.41,5.27,0.93,1.81,0,10740,0,Filipino,MFG,MFG,
Lorenzo Shipping Corp.,2019,2.99,-0.17,-5.83,3.30,2.81,0.48,0,50122,0,Filipino,SERV,TAS,
Lorenzo Shipping Corp.,2020,2.73,-0.07,-2.49,2.90,2.49,0.42,0,50122,0,Filipino,SERV,TAS,
Lorenzo Shipping Corp.,2021,2.92,-0.09,-2.91,2.85,2.52,-0.70,0,51102,0,Filipino,SERV,TAS,
Louis Vuitton Philippines Inc.,2021,5.15,0.81,15.68,2.56,1.15,0.96,1,47721,0,French,SERV,TRD,
LPT Marketing Co. Inc.,2018,11.77,0.04,0.31,2.25,1.78,0.47,0,47112,0,Filipino,SERV,TRD,
LPT Marketing Co. Inc.,2019,12.16,0.04,0.31,2.77,2.21,0.56,0,47112,0,Filipino,SERV,TRD,
LPT Marketing Co. Inc.,2020,11.98,0.04,0.30,3.11,2.52,0.59,0,47112,0,Filipino,SERV,TRD,
LPT Marketing Co. Inc.,2021,12.82,0.05,0.42,3.34,2.45,0.44,0,47114,0,Filipino,SERV,TRD,
LSERV Corp.,2019,3.56,0.20,5.71,1.94,0.55,1.40,0,78300,0,Filipino,SERV,PRO,
LSERV Corp.,2020,4.07,0.22,5.43,2.20,0.58,1.61,0,78300,0,Filipino,SERV,PRO,
LSERV Corp.,2021,4.49,0.18,3.94,2.25,0.69,1.28,0,82211,0,Filipino,SERV,PRO,
LT Group Inc.,2018,4.71,4.56,96.86,62.10,0.71,61.39,0,64200,0,Filipino,SERV,FIA,
LT Group Inc.,2019,19.03,18.80,98.79,79.98,3.04,76.94,0,64200,0,Filipino,SERV,FIA,
LT Group Inc.,2020,20.38,20.13,98.76,89.06,0.77,88.29,0,64200,0,Filipino,SERV,FIA,
LT Group Inc.,2021,12.35,11.96,96.88,89.86,1.28,41.79,0,64304,0,Filipino,SERV,FIA,
Lufthansa Technik Philippines Inc.,2018,11.87,2.07,17.41,9.66,4.66,5.01,1,33159,0,German,MFG,MFG,
Lufthansa Technik Philippines Inc.,2019,12.72,2.02,15.90,11.10,6.26,4.84,1,33159,0,German,MFG,MFG,
Lufthansa Technik Philippines Inc.,2020,7.20,-1.22,-16.91,9.38,8.02,1.36,1,33159,0,German,MFG,MFG,
Lufthansa Technik Philippines Inc.,2021,6.88,0.73,10.63,9.96,7.54,0.38,1,35101,0,German,SERV,EWS,
Lunar Steel Corp.,2018,5.03,0.05,0.97,4.31,2.74,1.56,0,25111,0,Filipino,MFG,MFG,
Lunar Steel Corp.,2019,4.49,-0.02,-0.47,3.98,2.44,1.54,0,25111,0,Filipino,MFG,MFG,
Lunar Steel Corp.,2020,3.67,0.03,0.71,3.20,0.89,2.32,0,25111,0,Filipino,MFG,MFG,
Lyceum of the Philippines University Inc.,2019,2.01,0.49,24.13,5.39,0.89,4.50,0,85402,0,Filipino,SERV,EDU,
Lyceum of the Philippines University Inc.,2020,1.83,0.22,12.21,5.90,1.39,4.51,0,85402,0,Filipino,SERV,EDU,
L'Oreal Philippines Inc.,2018,3.35,0.29,8.60,1.52,1.14,0.38,1,46427,0,French,SERV,TRD,
L'Oreal Philippines Inc.,2019,3.78,0.39,10.30,2.02,1.13,0.88,1,46427,0,French,SERV,TRD,
L'Oreal Philippines Inc.,2020,1.84,-0.56,-30.58,1.41,0.99,0.42,1,46427,0,French,SERV,TRD,
Mabuhay Vinyl Corp.,2018,2.87,0.40,13.75,2.22,0.27,1.95,1,20116,1,Japanese,MFG,MFG,
Macquarie Group Services Philippines Inc.,2020,3.25,0.22,6.70,2.14,1.69,0.45,1,82223,0,Australian,SERV,PRO,
Macquarie Group Services Philippines Inc.,2021,3.59,0.30,8.35,2.68,1.89,0.54,1,82226,0,Australian,SERV,PRO,
Macquarie Offshore Services Pty. Ltd.,2018,3.46,0.28,8.12,2.17,0.35,1.82,1,70100,1,Australian,SERV,PRO,
MacroAsia Airport Services Corp.,2019,2.83,0.14,4.81,1.77,1.29,0.49,0,52230,0,Filipino,SERV,TAS,
MacroAsia Corp.,2019,2.09,1.76,84.00,5.40,0.60,4.80,0,64200,0,Filipino,SERV,FIA,
Mactan Apparels Inc.,2020,1.94,0.01,0.26,2.47,2.23,0.24,0,46414,1,Filipino,SERV,TRD,
Mactan Apparels Inc.,2021,2.70,0.04,1.33,2.70,2.39,0.31,1,46421,0,Samoan,SERV,TRD,
Mactan Shangri-La Hotel & Resort Inc.,2018,2.92,0.58,19.92,2.04,0.59,1.45,1,55102,0,Bermudian,SERV,AFS,
Mactan Shangri-La Hotel & Resort Inc.,2019,2.91,0.62,21.20,2.15,1.00,1.15,1,55102,0,Bermudian,SERV,AFS,
Madison Shopping Plaza Inc.,2018,7.04,0.11,1.61,1.65,1.50,0.14,0,47191,0,Filipino,SERV,TRD,
Madison Shopping Plaza Inc.,2019,7.33,0.14,1.91,1.80,1.57,0.23,0,47191,0,Filipino,SERV,TRD,
Madison Shopping Plaza Inc.,2021,4.28,0.03,0.77,1.75,1.75,-0.04,0,47711,0,Filipino,SERV,TRD,
Maersk Global Service Centres (Philippines) Ltd.,2021,2.33,0.17,7.31,1.45,0.83,0.62,1,70200,0,Danish,SERV,PRO,
Magnolia Inc.,2018,10.98,0.82,7.50,7.01,3.22,3.79,0,10540,0,Filipino,MFG,MFG,
Magnolia Inc.,2019,11.62,1.00,8.58,7.05,3.26,3.80,0,10540,0,Filipino,MFG,MFG,
Magnolia Inc.,2021,12.42,1.07,8.64,9.88,4.52,3.50,0,10550,0,Filipino,MFG,MFG,
Mainstream Business Inc.,2018,9.10,0.25,2.71,1.99,1.84,0.14,0,47191,0,Filipino,SERV,TRD,
Mainstream Business Inc.,2019,9.45,0.27,2.86,2.13,1.97,0.16,0,47191,0,Filipino,SERV,TRD,
Mainstream Business Inc.,2021,5.41,0.04,0.68,1.83,1.77,0.01,0,47711,0,Filipino,SERV,TRD,
Majorel Philippines Corp.,2019,2.25,0.27,12.19,1.53,0.66,0.87,1,82211,1,German,SERV,PRO,
Majorel Philippines Corp.,2020,3.16,0.55,17.36,2.14,1.56,0.58,1,82211,1,German,SERV,PRO,
Majorel Philippines Corp.,2021,5.76,1.60,27.86,3.48,1.84,1.61,1,82219,1,German,SERV,PRO,
Major Shopping Management Corp.,2018,6.47,0.11,1.62,1.57,1.38,0.18,0,47191,0,Filipino,SERV,TRD,
Major Shopping Management Corp.,2019,6.69,0.14,2.08,1.86,1.79,0.07,0,47191,0,Filipino,SERV,TRD,
Makati Development Corp.,2018,68.05,4.11,6.03,50.84,44.36,6.48,0,41002,0,Filipino,SERV,CNS,
Makati Development Corp.,2019,61.98,3.19,5.15,51.27,43.21,8.06,0,41002,0,Filipino,SERV,CNS,
Makati Development Corp.,2020,34.95,0.63,1.80,44.62,37.01,7.61,0,41002,0,Filipino,SERV,CNS,
Makati Development Corp.,2021,38.86,2.71,6.98,44.07,35.04,8.04,0,42100,0,Filipino,SERV,CNS,
Makati Shangri-La Hotel & Resort Inc.,2018,3.79,0.14,3.59,6.52,1.72,4.80,1,55102,0,Bermudian,SERV,AFS,
Makati Shangri-La Hotel & Resort Inc.,2019,4.53,0.37,8.25,8.49,3.66,4.83,1,55102,0,Bermudian,SERV,AFS,
Malabon Soap and Oil Industrial Co. Inc.,2018,4.92,0.03,0.51,8.01,7.79,0.21,0,10450,0,Filipino,MFG,MFG,
Malabon Soap and Oil Industrial Co. Inc.,2019,3.64,0.01,0.38,8.79,8.57,0.22,0,10450,0,Filipino,MFG,MFG,
Malabon Soap and Oil Industrial Co. Inc.,2020,3.93,0.01,0.31,11.13,10.92,0.21,0,10450,0,Filipino,MFG,MFG,
Malabon Soap and Oil Industrial Co. Inc.,2021,7.22,0.02,0.21,13.18,12.99,0.08,0,10490,0,Filipino,MFG,MFG,
Malayan Insurance Co. Inc.,2018,5.38,0.29,5.30,35.40,27.58,7.82,0,65120,0,Filipino,SERV,FIA,
Malayan Insurance Co. Inc.,2019,5.61,0.29,5.22,34.22,26.20,8.01,0,65120,0,Filipino,SERV,FIA,
Malayan Insurance Co. Inc.,2020,5.45,0.36,6.54,39.24,30.86,8.38,0,65120,0,Filipino,SERV,FIA,
Malayan Insurance Co. Inc.,2021,5.86,0.55,9.44,51.59,42.15,6.12,0,65202,0,Filipino,SERV,FIA,
Mandurriao Star Inc.,2019,9.03,0.24,2.68,1.98,1.85,0.13,0,47191,0,Filipino,SERV,TRD,
Mandurriao Star Inc.,2021,4.86,-0.04,-0.78,1.58,1.67,-0.13,0,47711,0,Filipino,SERV,TRD,
Mang Inasal Philippines Inc.,2018,13.27,0.57,4.29,3.17,2.48,0.69,0,56102,0,Filipino,SERV,AFS,
Mang Inasal Philippines Inc.,2019,5.41,0.45,8.24,2.27,1.53,0.74,0,56102,0,Filipino,SERV,AFS,
Manila-Oslo Renewable Enterprise Inc.,2018,4.29,4.13,96.20,12.34,0.05,12.28,0,82229,0,Filipino,SERV,PRO,
Manila-Oslo Renewable Enterprise Inc.,2019,3.93,3.73,95.01,12.90,0.69,12.21,0,82229,0,Filipino,SERV,PRO,
Manila-Oslo Renewable Enterprise Inc.,2020,3.38,3.19,94.41,13.77,0.99,12.79,0,82229,0,Filipino,SERV,PRO,
Manila-Oslo Renewable Enterprise Inc.,2021,3.99,3.79,94.91,10.34,0.55,2.20,0,82294,0,Filipino,SERV,PRO,
Manila Electric Co.,2018,297.96,24.25,8.14,326.30,244.64,81.66,0,35100,0,Filipino,SERV,EWS,
Manila Electric Co.,2019,309.09,20.64,6.68,342.18,261.23,80.95,0,35100,0,Filipino,SERV,EWS,
Manila Electric Co.,2020,266.05,14.63,5.50,368.61,293.49,75.12,0,35100,0,Filipino,SERV,EWS,
Manila Electric Co.,2021,292.09,21.30,7.29,382.25,294.09,68.92,0,35200,0,Filipino,SERV,EWS,
Manila Medical Services Inc.,2018,2.38,0.25,10.53,2.97,1.30,1.66,0,86121,0,Filipino,SERV,HSW,
Manila Medical Services Inc.,2019,2.78,0.32,11.53,3.19,1.24,1.95,0,86121,0,Filipino,SERV,HSW,
Manila Medical Services Inc.,2020,2.23,-0.03,-1.17,3.39,1.47,1.92,0,86121,0,Filipino,SERV,HSW,
Manila Medical Services Inc.,2021,2.81,0.22,7.78,3.27,1.13,1.91,0,86225,0,Filipino,SERV,HSW,
Manila North Harbour Port Inc.,2018,3.94,0.33,8.45,13.20,8.35,4.85,0,52222,0,Filipino,SERV,TAS,
Manila North Harbour Port Inc.,2020,4.02,0.76,18.89,12.02,5.69,6.33,0,52220,0,Filipino,SERV,TAS,
Manila North Harbour Port Inc.,2021,4.50,1.28,28.52,11.80,5.15,3.62,0,52291,0,Filipino,SERV,TAS,
Manila Southern Associates Inc.,2018,7.02,0.05,0.68,1.34,1.29,0.05,0,47191,0,Filipino,SERV,TRD,
Manila Southern Associates Inc.,2019,7.31,0.09,1.27,1.69,1.59,0.10,0,47191,0,Filipino,SERV,TRD,
Manila Southern Associates Inc.,2021,4.12,-0.02,-0.36,1.32,1.35,-0.09,0,47711,0,Filipino,SERV,TRD,
Manila Water Co. Inc.,2018,26.75,6.33,23.68,95.05,47.21,47.84,0,36000,0,Filipino,SERV,EWS,
Manila Water Co. Inc.,2019,27.46,5.02,18.29,103.15,52.49,50.66,0,35100,0,Filipino,SERV,EWS,
Manila Water Co. Inc.,2020,27.27,4.67,17.11,123.23,67.86,55.37,0,36000,0,Filipino,SERV,EWS,
Manila Water Co. Inc.,2021,31.58,3.62,11.46,129.92,66.96,50.54,0,41001,0,Filipino,SERV,CNS,
Manly Plastics Inc.,2018,2.85,0.08,2.63,2.06,1.06,1.00,0,22209,0,Filipino,MFG,MFG,
Manly Plastics Inc.,2019,3.07,0.07,2.15,1.86,0.80,1.06,0,22209,0,Filipino,MFG,MFG,
Manly Plastics Inc.,2020,2.06,0.02,1.07,2.05,1.01,1.04,0,22209,0,Filipino,MFG,MFG,
Manly Plastics Inc.,2021,2.66,0.08,3.12,2.39,1.27,0.49,0,23102,0,Filipino,MFG,MFG,
Manuela Corp.,2018,2.83,0.95,33.49,17.82,5.32,12.50,0,68190,0,Filipino,SERV,REO,
Manuela Corp.,2019,2.69,0.62,22.93,20.73,5.87,14.86,0,68190,0,Filipino,SERV,REO,
Manuela Corp.,2020,1.65,0.25,15.05,18.51,5.71,12.81,0,68190,0,Filipino,SERV,REO,
"The Manufacturers Life Insurance Co. (Phils.), Inc.",2018,23.63,1.84,7.78,96.10,82.35,13.75,1,65110,0,Canadian,SERV,FIA,
"The Manufacturers Life Insurance Co. (Phils.), Inc.",2019,24.75,3.52,14.20,113.08,93.50,19.58,1,65110,0,Canadian,SERV,FIA,
"The Manufacturers Life Insurance Co. (Phils.), Inc.",2020,22.32,3.85,17.24,122.87,104.40,18.47,1,65110,0,Canadian,SERV,FIA,
"The Manufacturers Life Insurance Co. (Phils.), Inc.",2021,23.48,2.83,12.04,121.74,104.30,17.41,1,65120,0,Canadian,SERV,FIA,
Manulife China Bank Life Assurance Corp.,2018,9.83,0.20,2.08,38.15,37.37,0.78,0,65110,0,Filipino,SERV,FIA,
Manulife China Bank Life Assurance Corp.,2019,9.24,0.53,5.71,43.86,42.11,1.75,0,65110,0,Filipino,SERV,FIA,
Manulife China Bank Life Assurance Corp.,2020,10.55,0.38,3.58,50.04,47.82,2.22,1,65110,0,Canadian,SERV,FIA,
Manulife China Bank Life Assurance Corp.,2021,17.94,0.01,0.04,61.64,59.59,0.90,0,65120,0,Filipino,SERV,FIA,
Manulife Data Services Inc.,2018,4.63,0.29,6.28,2.82,0.61,2.20,1,70100,1,Canadian,SERV,PRO,
Manulife Data Services Inc.,2019,5.47,0.06,1.06,3.32,1.20,2.12,1,70100,1,Canadian,SERV,PRO,
Manulife Data Services Inc.,2020,5.83,-0.55,-9.47,2.98,1.52,1.47,1,70100,1,Canadian,SERV,PRO,
Manulife Data Services Inc.,2021,7.39,0.61,8.25,3.64,1.41,2.14,1,70200,0,Canadian,SERV,PRO,
Marcventures Mining and Development Corp.,2021,3.92,0.87,22.25,3.68,1.50,1.75,0,9101,1,Filipino,MAQ,MAQ,
Mariwasa-Siam Ceramics Inc.,2018,3.89,0.12,3.19,3.55,1.66,1.89,1,23920,0,Thai,MFG,MFG,
Mariwasa-Siam Ceramics Inc.,2020,3.57,0.15,4.28,3.95,1.80,2.15,1,23920,0,Thai,MFG,MFG,
Mariwasa-Siam Ceramics Inc.,2021,4.62,0.43,9.20,4.51,2.00,1.30,1,23940,0,Thai,MFG,MFG,
Market Strategic Firm Inc.,2018,8.34,0.16,1.86,2.03,1.75,0.29,0,47191,0,Filipino,SERV,TRD,
Market Strategic Firm Inc.,2019,8.71,0.18,2.10,2.26,2.00,0.26,0,47191,0,Filipino,SERV,TRD,
Market Strategic Firm Inc.,2021,4.80,0.05,1.02,1.94,1.81,0.06,0,47711,0,Filipino,SERV,TRD,
Marsman Estate Plantation Inc.,2019,1.90,0.06,2.94,2.14,1.10,1.04,0,1211,1,Filipino,AFF,AFF,
Marsman Estate Plantation Inc.,2020,1.61,0.05,3.29,2.10,1.05,1.06,0,1211,0,Filipino,AFF,AFF,
Mars Philippines Inc.,2018,3.28,0.33,10.12,3.93,3.35,0.59,1,46302,0,American,SERV,TRD,
Mars Philippines Inc.,2019,4.88,0.00,0.00,2.76,2.39,0.37,1,46302,0,American,SERV,TRD,
Mars Philippines Inc.,2020,4.96,0.42,8.51,3.03,2.37,0.66,1,46302,0,American,SERV,TRD,
Mars Philippines Inc.,2021,6.10,0.34,5.59,3.26,2.79,0.34,1,46303,0,American,SERV,TRD,
Marubeni Philippines Corp.,2018,4.45,0.15,3.28,2.11,1.08,1.03,1,46610,0,Japanese,SERV,TRD,
Marubeni Philippines Corp.,2019,10.03,0.23,2.32,3.28,2.16,1.12,1,46900,0,Japanese,SERV,TRD,
Marubeni Philippines Corp.,2020,9.10,0.15,1.64,3.29,2.18,1.11,1,46900,0,Japanese,SERV,TRD,
Marubeni Philippines Corp.,2021,14.79,0.15,1.01,3.86,2.66,0.61,1,47111,0,Japanese,SERV,TRD,
Marubun/Arrow Phils. Inc.,2018,2.28,0.03,1.41,0.77,0.53,0.24,1,46522,1,British Virgin Islander,SERV,TRD,
Marubun/Arrow Phils. Inc.,2019,2.27,0.02,0.88,0.65,0.42,0.22,1,46522,1,British Virgin Islander,SERV,TRD,
Masterpiece Asia Properties Inc.,2021,7.60,4.08,53.74,64.77,55.23,6.93,0,70100,0,Filipino,SERV,PRO,
Masuma Food Industry Inc.,2021,2.33,0.15,6.21,1.07,0.83,0.18,0,56303,0,Filipino,SERV,AFS,
Matterhorn Motor Inc.,2018,3.57,-0.01,-0.39,1.88,1.71,0.17,0,45101,0,Filipino,SERV,TRD,
Matterhorn Motor Inc.,2021,3.06,0.00,0.03,1.02,0.83,0.09,0,45109,0,Filipino,SERV,TRD,
Mawab Resources Inc.,2018,2.67,-0.01,-0.22,0.49,0.42,0.07,0,47300,0,Filipino,SERV,TRD,
Maxicare Healthcare Corp.,2018,14.15,0.27,1.88,7.99,6.95,1.04,0,66231,0,Filipino,SERV,FIA,
Maxicare Healthcare Corp.,2019,16.79,0.23,1.39,9.88,8.65,1.23,0,66231,0,Filipino,SERV,FIA,
Maxicare Healthcare Corp.,2020,17.86,2.33,13.03,14.37,11.36,3.01,0,66231,0,Filipino,SERV,FIA,
Maxicare Healthcare Corp.,2021,18.51,1.37,7.41,14.93,12.42,1.88,0,66233,0,Filipino,SERV,FIA,
Maxima Machineries Inc.,2018,8.27,0.78,9.43,6.90,3.57,3.33,1,46592,1,Japanese,SERV,TRD,
Maxima Machineries Inc.,2019,7.01,0.67,9.53,7.72,4.13,3.59,1,46592,1,Japanese,SERV,TRD,
Maxima Machineries Inc.,2020,4.86,0.53,10.85,6.72,2.92,3.79,1,46592,1,Japanese,SERV,TRD,
Maxima Machineries Inc.,2021,6.70,1.16,17.33,7.93,3.23,3.86,1,46594,0,Japanese,SERV,TRD,
Maxima Steel Mills Corp.,2018,2.96,0.03,1.05,2.22,2.04,0.19,0,24129,0,Filipino,MFG,MFG,
Maxima Steel Mills Corp.,2019,2.81,0.02,0.53,1.71,1.51,0.20,0,24129,0,Filipino,MFG,MFG,
Maxima Steel Mills Corp.,2020,2.14,0.02,0.98,1.74,1.51,0.22,0,24129,0,Filipino,MFG,MFG,
Maxima Steel Mills Corp.,2021,2.72,0.03,1.21,1.84,1.58,0.12,0,24210,0,Filipino,MFG,MFG,
Maxim Phil. Operating Corp.,2018,4.50,0.13,2.78,7.49,1.22,6.28,1,26120,1,American,MFG,MFG,
Maxim Phil. Operating Corp.,2019,4.42,0.14,3.19,7.25,1.16,6.09,1,26120,1,American,MFG,MFG,
Maxim Phil. Operating Corp.,2020,4.80,0.12,2.46,7.83,1.91,5.93,1,26120,1,American,MFG,MFG,
Maxim Phil. Operating Corp.,2021,4.64,0.18,3.84,8.20,2.15,5.04,1,26200,1,American,MFG,MFG,
Max’s Group Inc.,2019,2.06,0.06,2.82,8.66,2.74,5.93,0,56101,0,Filipino,SERV,AFS,
Max’s Kitchen Inc.,2021,2.30,0.02,1.00,3.07,1.37,1.18,0,56102,0,Filipino,SERV,AFS,
Maybank Philippines Inc.,2018,8.25,0.74,8.90,125.40,112.20,13.19,1,64192,0,Malaysian,SERV,FIA,
Maybank Philippines Inc.,2019,8.98,0.67,7.42,105.08,91.15,13.93,1,64192,0,Malaysian,SERV,FIA,
Maybank Philippines Inc.,2020,7.07,-1.44,-20.40,101.16,88.57,12.60,1,64192,0,Malaysian,SERV,FIA,
Maybank Philippines Inc.,2021,6.81,0.39,5.72,102.43,89.59,2.15,1,64193,0,Malaysian,SERV,FIA,
Mayer Steel Pipe Corp.,2019,3.44,0.08,2.18,2.54,1.95,0.58,0,24122,0,Filipino,MFG,MFG,
Mayer Steel Pipe Corp.,2020,2.83,0.02,0.67,2.60,2.07,0.54,0,24122,0,Filipino,MFG,MFG,
Mayer Steel Pipe Corp.,2021,3.35,0.02,0.60,3.38,3.19,0.09,0,24123,0,Filipino,MFG,MFG,
Maynilad Water Holding Co. Inc.,2018,2.79,2.78,99.93,15.07,0.00,15.07,0,64200,0,Filipino,SERV,FIA,
Maynilad Water Holding Co. Inc.,2019,4.65,4.64,99.94,15.07,0.00,15.07,0,64200,0,Filipino,SERV,FIA,
Maynilad Water Holding Co. Inc.,2021,2.80,2.80,100.00,15.07,0.00,0.00,0,64304,0,Filipino,SERV,FIA,
Maynilad Water Services Inc.,2018,34.55,7.34,21.25,107.45,59.30,48.16,0,36000,0,Filipino,SERV,EWS,
Maynilad Water Services Inc.,2019,37.49,7.66,20.44,119.72,69.02,50.71,0,35100,0,Filipino,SERV,EWS,
Maynilad Water Services Inc.,2020,30.89,6.43,20.81,126.89,70.03,56.86,0,36000,0,Filipino,SERV,EWS,
Maynilad Water Services Inc.,2021,31.38,6.19,19.72,127.66,67.38,46.38,0,41001,0,Filipino,SERV,CNS,
McKinsey & Co. (Phils.),2019,1.88,0.08,4.26,1.79,0.17,1.63,1,70200,1,American,SERV,PRO,
McKinsey & Co. (Phils.),2020,1.77,0.12,6.56,1.77,0.16,1.61,1,70200,1,American,SERV,PRO,
MDBI Construction Corp.,2018,5.65,0.11,1.93,1.91,1.71,0.20,0,42900,0,Filipino,SERV,CNS,
MDBI Construction Corp.,2019,9.40,0.20,2.09,4.51,4.23,0.28,0,42900,0,Filipino,SERV,CNS,
MDBI Construction Corp.,2020,5.83,0.58,9.94,4.70,4.39,0.31,0,42900,0,Filipino,SERV,CNS,
MDBI Construction Corp.,2021,6.17,1.00,16.22,4.92,4.61,0.22,0,43210,0,Filipino,SERV,CNS,
MDC BuildPlus Inc.,2018,4.98,0.28,5.63,3.63,3.33,0.31,0,41001,0,Filipino,SERV,CNS,
MDC BuildPlus Inc.,2019,4.95,0.34,6.88,3.75,3.56,0.19,0,41001,0,Filipino,SERV,CNS,
MDC BuildPlus Inc.,2020,2.22,0.06,2.74,2.97,2.81,0.16,0,41001,0,Filipino,SERV,CNS,
MDC BuildPlus Inc.,2021,3.55,0.23,6.51,3.97,3.67,0.21,0,41002,0,Filipino,SERV,CNS,
MDC ConQrete Inc.,2018,2.90,0.15,5.31,1.15,0.57,0.58,0,23969,0,Filipino,MFG,MFG,
MDC ConQrete Inc.,2019,3.29,0.16,4.89,1.31,0.66,0.64,0,23969,0,Filipino,MFG,MFG,
MDC ConQrete Inc.,2020,1.67,0.02,1.26,1.20,0.54,0.65,0,23969,0,Filipino,MFG,MFG,
MDC ConQrete Inc.,2021,2.80,0.27,9.56,1.50,0.71,0.69,0,24122,0,Filipino,MFG,MFG,
Mead Johnson Nutrition Philippines Inc.,2018,10.42,1.60,15.36,5.89,3.44,2.45,1,10530,0,British,MFG,MFG,
Mead Johnson Nutrition Philippines Inc.,2021,9.65,1.16,11.99,5.73,4.06,1.27,1,10540,0,British,MFG,MFG,
Meat Advantage Exchange Inc.,2019,2.09,0.02,0.72,0.15,0.09,0.06,0,46102,0,Filipino,SERV,TRD,
Meat Advantage Exchange Inc.,2020,2.37,0.02,1.01,0.17,0.10,0.06,0,46102,0,Filipino,SERV,TRD,
Meat Advantage Exchange Inc.,2021,2.43,0.02,0.86,0.19,0.09,0.03,0,46105,0,Filipino,SERV,TRD,
Meatworld International Inc.,2019,2.45,-0.12,-5.07,0.85,1.38,-0.53,0,10110,0,Filipino,MFG,MFG,
Meatworld International Inc.,2020,2.67,0.09,3.33,1.11,1.55,-0.44,0,10110,0,Filipino,MFG,MFG,
Meatworld International Inc.,2021,2.75,0.02,0.65,1.34,1.37,-0.47,0,10121,0,Filipino,MFG,MFG,
Medical Doctors Inc.,2018,6.44,0.55,8.51,10.01,3.20,6.81,0,86121,0,Filipino,SERV,HSW,
Medical Doctors Inc.,2019,7.06,0.56,7.96,11.75,3.87,7.88,0,86121,0,Filipino,SERV,HSW,
Medical Doctors Inc.,2020,5.67,-0.01,-0.09,11.44,3.65,7.79,0,86121,0,Filipino,SERV,HSW,
Medical Doctors Inc.,2021,6.77,0.47,7.01,11.63,3.35,3.04,0,86225,0,Filipino,SERV,HSW,
Medicard Philippines Inc.,2018,8.87,0.53,5.96,4.94,3.44,1.51,0,66231,0,Filipino,SERV,FIA,
Medicard Philippines Inc.,2019,9.67,0.35,3.64,5.97,4.23,1.74,0,66231,0,Filipino,SERV,FIA,
Medicard Philippines Inc.,2020,9.59,2.03,21.13,8.56,4.98,3.58,0,66231,0,Filipino,SERV,FIA,
Medicard Philippines Inc.,2021,9.50,1.08,11.41,7.62,4.14,2.85,0,66233,0,Filipino,SERV,FIA,
Mega Cellular Network Inc.,2018,3.87,0.01,0.23,0.49,0.45,0.04,0,47414,0,Filipino,SERV,TRD,
Mega Cellular Network Inc.,2019,4.45,0.01,0.27,0.60,0.55,0.05,0,47414,0,Filipino,SERV,TRD,
Mega Fishing Corp.,2018,2.47,0.03,1.22,1.05,0.86,0.20,0,10201,0,Filipino,MFG,MFG,
Mega Fishing Corp.,2019,2.86,0.03,0.98,1.05,0.82,0.22,0,10201,0,Filipino,MFG,MFG,
Megawide Construction Corp.,2018,14.22,0.80,5.62,33.20,20.47,12.73,0,41001,0,Filipino,SERV,CNS,
Megawide Construction Corp.,2019,16.58,0.64,3.85,43.33,31.03,12.30,0,41001,0,Filipino,SERV,CNS,
Megawide Construction Corp.,2020,11.75,0.12,1.06,44.90,29.08,15.82,0,41001,0,Filipino,SERV,CNS,
Megawide Construction Corp.,2021,15.93,1.29,8.07,49.18,32.51,5.70,0,42100,0,Filipino,SERV,CNS,
Megawide GMR Construction JV Inc.,2019,6.05,0.52,8.61,9.44,8.57,0.87,0,42100,0,Filipino,SERV,CNS,
Megawide GMR Construction JV Inc.,2020,2.25,0.23,10.21,2.06,1.65,0.41,0,42100,0,Filipino,SERV,CNS,
Megaworld Corp.,2018,35.06,12.64,36.04,239.59,91.29,148.31,0,68120,0,Filipino,SERV,REO,
Megaworld Corp.,2019,35.96,13.89,38.63,256.11,97.30,158.82,0,68120,0,Filipino,SERV,REO,
